Source,Target
37239344,70671038
37239344,11947430
37239344,80686882
37239344,33141950
37239344,6272426
37239344,55807670
37239344,62333726
37239344,44311045
37239344,46118230
37239344,48579055
37239344,27542771
37239344,34048913
37239344,66227353
37239344,84407925
37239344,53799789
37239344,18634945
37239344,55852663
37239344,81681534
37239344,83352543
37239344,42138003
37239344,73134356
37239344,57409736
37239344,55301485
37239344,57980415
37239344,84352802
37239344,57527571
37239344,13819141
37239344,35770656
37239344,98744426
37239344,2064238
37239344,48801958
86367238,18371670
86367238,11888546
86367238,77118219
86367238,16743508
86367238,11814708
86367238,77785022
86367238,15266967
86367238,73934113
86367238,38112451
86367238,83405807
86367238,90717709
86367238,39647902
86367238,73753054
86367238,98424737
86367238,15352739
86367238,18269902
86367238,21758942
86367238,88294277
86367238,74886067
86367238,89707375
86367238,34938502
86367238,31687837
86367238,83179558
86367238,98028586
86367238,57983055
86367238,90649525
86367238,72440101
86367238,77872242
86367238,64441684
86367238,58037042
86367238,49861093
86367238,41266583
86367238,55173323
86367238,75328354
86367238,59705810
86367238,66900505
86367238,59752609
86367238,44355807
86367238,24317206
86367238,94448459
86367238,26129438
86367238,49286764
86367238,12191916
86367238,46670697
86367238,58268779
86367238,99416979
86367238,25055998
86367238,5289132
86367238,5553399
86367238,98753551
86367238,21122242
86367238,5091244
86367238,45956527
86367238,7796945
86367238,65381367
86367238,4427591
86367238,84623078
86367238,93662781
86367238,95450908
86367238,85917470
86367238,23731690
86367238,56857938
86367238,64723782
86367238,2823418
86367238,87823143
86367238,74662372
86367238,54800215
86367238,93946245
86367238,20818527
86367238,56954891
86367238,29134219
86367238,99846993
86367238,42279777
86367238,14989245
86367238,88567524
86367238,95632889
86367238,32855101
86367238,32602494
86367238,36028755
86367238,69076861
86367238,81591924
86367238,93170496
86367238,97260814
86367238,43366019
86367238,18722445
86367238,11368663
86367238,52904758
86367238,9268956
86367238,389650
86367238,78899180
86367238,68536696
86367238,91210016
86367238,58535984
86367238,82509198
86367238,1330485
86367238,74533207
86367238,82579240
86367238,95327707
86367238,22967563
86367238,98046701
86367238,8429179
86367238,84173635
86367238,74772060
86367238,65329485
86367238,12555835
86367238,74853931
86367238,64748060
86367238,96092295
86367238,75697985
86367238,68295182
86367238,31783962
86367238,94037175
86367238,87714437
86367238,47380698
86367238,46325454
86367238,27053953
86367238,96504045
86367238,26380716
86367238,9616408
86367238,8442894
86367238,57658448
86367238,90074140
86367238,3802765
86367238,4639204
86367238,66334319
86367238,83972045
86367238,37167977
86367238,95202192
86367238,49212443
86367238,53218724
86367238,4642021
86367238,24906905
86367238,72713788
86367238,81907165
86367238,23900327
86367238,5601266
86367238,73682546
86367238,79224249
86367238,70430575
86367238,30218740
86367238,44729940
86367238,28016997
86367238,19268632
86367238,36607685
86367238,78680333
15518963,94562072
15518963,94886650
15518963,48868737
15518963,48426562
15518963,81244519
15518963,41388425
15518963,97097980
15518963,40886943
15518963,11119285
15518963,96717112
15518963,98753551
15518963,60938585
15518963,54577698
15518963,20884661
15518963,68594198
15518963,11037086
15518963,94269890
15518963,34185858
15518963,24227546
15518963,24601707
15518963,8363669
15518963,84804122
15518963,35830138
15518963,57467544
15518963,13932160
15518963,34250123
15518963,5048579
15518963,84152753
15518963,53759166
15518963,21129043
15518963,45363696
15518963,83053021
15518963,34756788
15518963,4847174
15518963,1068556
15518963,75871938
15518963,43100411
15518963,42836232
15518963,49212025
15518963,92040829
15518963,81406896
15518963,48211591
15518963,40437423
15518963,12958889
15518963,71143147
15518963,40781890
15518963,97947818
15518963,68638526
15518963,34609875
15518963,23089087
15518963,93423913
15518963,97549811
15518963,40873304
15518963,56007501
15518963,31351255
15518963,73035931
15518963,76094045
15518963,96495145
15518963,74365287
15518963,89102910
15518963,85478657
15518963,97530439
15518963,55568593
15518963,74767248
15518963,72594490
15518963,21823125
15518963,37239344
15518963,55258375
15518963,38584570
15518963,86654409
15518963,60170419
15518963,33192701
15518963,43902957
15518963,92587995
15518963,10882365
15518963,48203797
15518963,82931744
15518963,58998129
15518963,14167919
15518963,27383694
15518963,3805423
15518963,83256170
15518963,65320234
15518963,9731029
15518963,18110524
15518963,13526600
15518963,43993121
15518963,1607909
15518963,63174611
15518963,31316922
15518963,50760002
15518963,81964211
15518963,10441275
15518963,83177619
15518963,13000964
15518963,31112255
15518963,35357309
15518963,25810385
15518963,71571078
15518963,66943268
15518963,4393744
15518963,52688254
15518963,41269046
15518963,26269307
15518963,58285733
15518963,27787718
15518963,6489734
15518963,96303813
15518963,52764390
15518963,24669358
15518963,84213932
15518963,47662717
15518963,79615384
15518963,83002828
15518963,40246223
15518963,14049398
15518963,88975518
15518963,75923198
15518963,74863274
15518963,67662510
15518963,57009216
15518963,6574679
15518963,54516086
15518963,9525306
15518963,64787712
15518963,53387367
15518963,42186419
15518963,44078764
15518963,6894953
15518963,37049175
15518963,43883012
15518963,77785022
15518963,34972162
15518963,9158467
15518963,81454352
15518963,81793416
15518963,72713788
15518963,29542793
15518963,36750202
15518963,143024
15518963,22011716
15518963,81388235
15518963,23292922
15518963,32658637
15518963,36087513
15518963,41125870
15518963,46204958
15518963,75852704
15518963,23419758
15518963,57987354
15518963,83179558
15518963,62835715
15518963,67213493
15518963,84762939
15518963,80751134
15518963,42442008
15518963,8100464
15518963,47489537
15518963,81272113
15518963,63250908
15518963,68393447
15518963,38689838
15518963,98659888
15518963,83173313
15518963,60004515
15518963,33527087
15518963,54788317
15518963,81179161
15518963,81757856
15518963,51580151
15518963,2547680
15518963,62529227
15518963,5877262
15518963,68261317
15518963,53083357
15518963,39947394
15518963,54678420
15518963,46851782
15518963,93569423
15518963,37321577
15518963,80164069
15518963,7025430
15518963,47231154
15518963,42508506
15518963,14915749
15518963,803033
15518963,98649440
15518963,97589344
15518963,90004692
15518963,99178082
15518963,70879134
15518963,83426602
15518963,39386842
15518963,67551991
15518963,85855581
15518963,63704851
15518963,93868652
15518963,51835485
15518963,78868100
15518963,14860542
15518963,68734846
15518963,67498164
15518963,28555668
15518963,36419332
15518963,88478989
15518963,88733280
15518963,31895517
15518963,21431380
15518963,39455164
15518963,56497605
15518963,3556293
15518963,32992720
15518963,11004735
15518963,21678848
15518963,4530768
15518963,91830581
15518963,59111388
15518963,82030698
15518963,23621982
15518963,18490639
15518963,45824530
15518963,10851161
15518963,12573757
15518963,384078
15518963,95305594
15518963,77227174
15518963,62425811
15518963,64039067
15518963,53660779
15518963,50326087
15518963,98723173
15518963,78258350
15518963,55804944
15518963,48298388
15518963,11260128
15518963,44582107
15518963,84778108
15518963,59134228
15518963,76443461
15518963,97381255
15518963,70546343
15518963,8097987
15518963,3630158
15518963,22967563
15518963,86811386
15518963,36321065
15518963,15043583
15518963,7260587
15518963,32081143
15518963,83157026
15518963,35744295
15518963,8218738
15518963,27579963
15518963,12597163
15518963,243432
15518963,58576665
15518963,12293737
15518963,30422421
15518963,51229204
15518963,38888574
15518963,64211451
15518963,6859345
15518963,67015539
15518963,66407304
15518963,29639201
15518963,51372903
15518963,95992695
15518963,42862419
15518963,5140487
15518963,14921363
15518963,52755067
15518963,53662875
15518963,6180964
15518963,46119815
15518963,28399019
15518963,80773732
15518963,61740937
15518963,19111964
15518963,50081856
15518963,27247808
15518963,44021522
15518963,48186038
15518963,57391206
15518963,34405491
15518963,56417460
15518963,16924310
15518963,23004144
15518963,97745414
15518963,67958591
15518963,52258878
15518963,4919198
15518963,60554728
15518963,18753859
15518963,59303658
15518963,81784146
15518963,82955988
15518963,14685351
15518963,60984747
15518963,61611962
15518963,52312088
15518963,99664214
15518963,54259600
15518963,21306711
15518963,27199346
15518963,69370959
15518963,66848013
15518963,44355807
15518963,70471913
15518963,26815894
15518963,18008979
15518963,33241996
15518963,39041136
15518963,56269189
15518963,29007072
15518963,80717970
15518963,30009707
15518963,94308879
15518963,67034542
15518963,85631142
15518963,19594088
15518963,23341456
15518963,68632616
15518963,88413917
15518963,86844346
15518963,32675935
15518963,39897641
15518963,20345612
15518963,50738221
15518963,25826255
15518963,46896623
15518963,87013513
15518963,29890235
15518963,96267920
15518963,40326564
15518963,6699267
15518963,16175263
15518963,11641128
15518963,37499674
15518963,66664849
15518963,33569381
15518963,94309542
15518963,46000556
15518963,55499197
15518963,30516633
15518963,47675360
15518963,97529465
15518963,81165445
15518963,61175208
15518963,54578666
15518963,73878511
15518963,57616243
15518963,25499422
15518963,20305633
15518963,5791116
15518963,39268936
15518963,27153787
15518963,65561327
15518963,91991643
15518963,17804315
15518963,40826597
15518963,25447086
15518963,25675519
15518963,90790907
15518963,7039666
15518963,27542771
15518963,29894424
15518963,30225179
15518963,91417696
15518963,27216526
15518963,48185046
15518963,41557840
15518963,54814787
15518963,77095154
15518963,45639574
15518963,51448191
15518963,97128967
15518963,75398378
15518963,83638998
15518963,77587442
15518963,71801634
15518963,97658108
15518963,73184676
15518963,7095634
15518963,50833003
15518963,39809655
15518963,41992411
15518963,69496803
15518963,19783702
15518963,72812829
15518963,38189377
15518963,41425773
15518963,39469559
15518963,45373756
15518963,32015309
15518963,11225846
15518963,21860916
15518963,11326668
15518963,30658579
15518963,63594505
15518963,58160630
15518963,66256325
15518963,10122321
15518963,94273376
15518963,176008
15518963,52236489
15518963,20817165
15518963,71253329
15518963,62671337
15518963,57219229
15518963,42033856
15518963,27943517
15518963,12854024
15518963,6592352
15518963,32917910
15518963,83871142
15518963,63601758
15518963,24936925
15518963,97021175
15518963,24228143
15518963,90307439
15518963,13859603
15518963,69025544
15518963,75127512
15518963,11675849
15518963,49286764
15518963,99846993
15518963,62471230
15518963,76006813
15518963,80998761
15518963,73083659
15518963,33111325
15518963,55562713
15518963,23915088
15518963,73614377
15518963,42595259
15518963,75756073
15518963,73775987
15518963,36174219
15518963,2929802
15518963,73799366
15518963,87219060
15518963,84352802
15518963,76362683
15518963,2370722
15518963,78394064
15518963,42491943
15518963,32855101
15518963,5017140
15518963,75323041
15518963,18050921
15518963,96060142
15518963,63924025
15518963,29512789
15518963,87755899
15518963,19842555
15518963,55476140
15518963,71736248
15518963,43808515
15518963,50044977
15518963,73452485
15518963,79128808
15518963,57003060
15518963,47630820
15518963,42677078
15518963,39203116
15518963,40631176
15518963,52049303
15518963,22827949
15518963,26196750
15518963,74107516
15518963,28189503
15518963,88331901
15518963,54284437
15518963,90649525
15518963,74794955
15518963,51285515
15518963,16970174
15518963,36102716
15518963,36653086
15518963,91778248
15518963,99095638
15518963,10157418
15518963,4946856
15518963,6771657
15518963,79534483
15518963,47554180
15518963,99294494
15518963,64886818
15518963,41790747
15518963,22832106
15518963,82803275
15518963,13632538
15518963,25214330
15518963,83565612
15518963,65078754
15518963,78414307
15518963,32775595
15518963,75777259
15518963,32747269
15518963,91968129
15518963,33734084
15518963,36194293
15518963,30399055
15518963,855218
15518963,74716755
15518963,71083010
15518963,84403507
15518963,43595680
15518963,92840540
15518963,82113426
15518963,7772429
15518963,49665807
15518963,14566955
15518963,39376683
15518963,22394617
15518963,13783395
15518963,2255481
15518963,14155216
15518963,31412923
15518963,80686441
15518963,23971000
15518963,81267409
15518963,14802928
15518963,52755854
15518963,14612528
15518963,21892167
15518963,95486010
15518963,88371393
15518963,72806731
15518963,22295142
15518963,27066569
15518963,83878735
15518963,40812446
15518963,1417395
15518963,84671065
15518963,76561862
15518963,44768913
15518963,55434514
15518963,1259704
15518963,59240862
15518963,24950888
15518963,65413269
15518963,54778690
15518963,34107594
15518963,91988117
15518963,3726309
15518963,19550163
15518963,62558679
15518963,91633731
15518963,71323310
15518963,43849538
15518963,88798979
15518963,11832882
15518963,81448196
15518963,13248868
15518963,36021275
15518963,57851033
15518963,72370148
15518963,27642326
15518963,19235986
15518963,21931312
15518963,34440882
15518963,53944169
15518963,63499092
15518963,62239311
15518963,76588857
15518963,69432647
15518963,64136544
15518963,10662400
15518963,78770467
15518963,23720103
15518963,49861093
15518963,59770420
15518963,66347219
15518963,86897435
15518963,83066078
15518963,42943264
15518963,29710847
15518963,73429819
15518963,98820419
15518963,77934086
15518963,40153968
15518963,49175636
15518963,77798803
15518963,78899196
15518963,74815290
15518963,57032518
15518963,39581654
15518963,40351410
15518963,13037647
15518963,48589764
15518963,86163612
15518963,77575038
15518963,14562154
15518963,23900985
15518963,96982669
15518963,35080464
15518963,38951364
15518963,19791550
15518963,25449657
15518963,58431169
15518963,21521278
15518963,50107843
15518963,70139057
15518963,23335376
15518963,64255029
15518963,5669168
15518963,41291549
15518963,22044417
15518963,24139926
15518963,37208034
15518963,89376115
15518963,17121553
15518963,42356964
15518963,97282505
15518963,99221763
15518963,89369127
15518963,12490955
15518963,40473367
15518963,14507770
15518963,90691940
15518963,34900867
15518963,974714
15518963,11567723
15518963,62276517
15518963,30907559
15518963,19752561
15518963,22838420
15518963,65201886
15518963,13657576
15518963,56675743
15518963,25405197
15518963,67516969
15518963,7523070
15518963,52011177
15518963,49518122
15518963,10834733
15518963,16445374
15518963,30839777
15518963,23664733
15518963,3434734
15518963,27251426
15518963,27244106
15518963,75710044
15518963,2957553
15518963,8520065
15518963,24146330
15518963,41008653
15518963,24175185
15518963,7320416
15518963,54946495
15518963,60594609
15518963,3538217
15518963,7796945
15518963,35877422
15518963,19009699
15518963,29224985
15518963,43075518
15518963,88432210
15518963,51158297
15518963,99416979
15518963,14862352
15518963,72685850
15518963,17849310
15518963,23046273
15518963,44476482
15518963,21460822
15518963,77548738
15518963,73447678
15518963,59712527
15518963,93221879
15518963,22687266
15518963,15304543
15518963,16875263
15518963,56923014
15518963,69157734
15518963,76174430
15518963,30217397
15518963,189693
15518963,23116770
15518963,98185452
15518963,4432132
15518963,27920327
15518963,89598060
15518963,2424412
15518963,357836
15518963,67655526
15518963,85658866
15518963,41322807
15518963,41686217
15518963,91873538
15518963,83608630
15518963,23702406
15518963,76744203
15518963,2559430
15518963,29174338
15518963,17350329
15518963,69884458
15518963,97797927
15518963,62941924
15518963,35823395
15518963,34705766
15518963,48793980
15518963,7721653
15518963,711177
15518963,9828172
15518963,16256704
15518963,74048760
15518963,15868758
15518963,88082906
15518963,40426813
15518963,3174262
15518963,28447104
15518963,52039049
15518963,90820627
15518963,51905408
15518963,73883970
15518963,97359270
15518963,6109394
15518963,31188240
15518963,13254253
15518963,52461628
15518963,46254015
15518963,78140175
15518963,75385703
15518963,78070927
15518963,95924165
15518963,24959618
15518963,39301321
15518963,89462608
15518963,43615961
15518963,53283509
15518963,11413766
15518963,62102792
15518963,17357957
15518963,983915
15518963,25474114
15518963,60125751
15518963,47057720
15518963,64710775
15518963,91730026
15518963,54306079
15518963,79604627
15518963,29070719
15518963,67896493
15518963,61783894
15518963,81225394
15518963,466122
15518963,62656222
15518963,932212
15518963,85572611
15518963,68747345
15518963,32925214
15518963,64615444
15518963,51713566
15518963,92731635
15518963,41801001
15518963,99423791
15518963,54815672
15518963,21386552
15518963,94777410
15518963,94702921
15518963,63966919
15518963,64669366
15518963,83832021
15518963,42995844
15518963,44991988
15518963,69175746
15518963,20112854
15518963,69090423
15518963,93082557
15518963,35867146
15518963,37983403
15518963,82835511
15518963,18346138
15518963,41335434
15518963,82469081
15518963,70920670
15518963,16317267
15518963,97096005
15518963,72082341
15518963,20882005
15518963,62242621
15518963,47218565
15518963,89141297
15518963,76343771
15518963,77958607
15518963,48579055
15518963,43985586
15518963,56355387
15518963,41026293
15518963,39601060
15518963,66699630
15518963,14349716
15518963,49407789
15518963,92935468
15518963,72025349
15518963,53640415
15518963,71055068
15518963,34091143
15518963,54404351
15518963,50289726
15518963,3915249
15518963,71210819
15518963,95201442
15518963,54770407
15518963,65822083
15518963,35530960
15518963,56112189
15518963,88598216
15518963,64926874
15518963,95608514
15518963,25007724
15518963,59563612
15518963,46885719
15518963,18810007
15518963,13675026
15518963,49381806
15518963,82626903
15518963,995883
15518963,84797697
15518963,28058532
15518963,20380438
15518963,67635289
15518963,22904878
15518963,33941369
15518963,49695037
15518963,56493015
15518963,10405679
15518963,52427149
15518963,83192444
15518963,39489877
15518963,13330733
15518963,27854778
15518963,30657626
15518963,73753054
15518963,39950848
15518963,79639763
15518963,35759879
15518963,71320492
15518963,34760053
15518963,87243698
15518963,77416825
15518963,6939789
15518963,37830272
15518963,78476767
15518963,88350838
15518963,88059818
15518963,79672329
15518963,21338081
15518963,59128951
15518963,85888149
15518963,27030816
15518963,72892210
15518963,27550409
15518963,14952206
15518963,70567707
15518963,64945225
15518963,90529526
15518963,66127474
15518963,44021867
15518963,49100837
15518963,49142105
15518963,55239376
15518963,51826438
15518963,87905357
15518963,97164811
15518963,81466554
15518963,77461054
15518963,19140562
15518963,27599767
15518963,36921101
15518963,5248050
15518963,11383273
15518963,6773469
15518963,52385918
15518963,67588612
15518963,58790696
15518963,36434890
15518963,10743772
15518963,42233104
15518963,1927884
15518963,73494931
15518963,15222050
15518963,31709686
15518963,70917567
15518963,57658448
15518963,34271354
15518963,62235273
15518963,26525818
15518963,48025348
15518963,37970224
15518963,25177943
15518963,79970763
15518963,48839300
15518963,78157642
15518963,64802962
15518963,65782003
15518963,29383440
15518963,42438346
15518963,51156040
15518963,1289218
15518963,86015617
15518963,97126318
15518963,88833304
15518963,95722820
15518963,96331557
15518963,70656673
15518963,73312226
15518963,85292582
15518963,72866789
15518963,78139170
15518963,49156184
15518963,93812663
15518963,29717168
15518963,70704765
15518963,98827133
15518963,44497627
15518963,79242325
15518963,95116052
15518963,91087204
15518963,88480305
15518963,99412716
15518963,52816007
15518963,82520299
15518963,88021922
15518963,70664966
15518963,74601245
15518963,69784343
15518963,57827679
15518963,5519853
15518963,58812484
15518963,8122653
15518963,29797158
15518963,38564676
15518963,25676473
15518963,29107340
15518963,33001864
15518963,8808765
15518963,98913218
15518963,70060083
15518963,21977156
15518963,86434314
15518963,47616332
15518963,57628947
15518963,95470947
15518963,48407376
15518963,22376054
15518963,25352331
15518963,444479
15518963,347785
15518963,77451481
15518963,92723225
15518963,29200551
15518963,97579959
15518963,84134211
15518963,92957757
15518963,89247847
15518963,38661166
15518963,67745379
15518963,82792392
15518963,46146029
15518963,63206875
15518963,42265500
15518963,71053461
15518963,64946908
15518963,34618980
15518963,74442209
15518963,47464755
15518963,56534049
15518963,84147029
15518963,33141950
15518963,82279141
15518963,97103508
15518963,48573045
15518963,55982548
15518963,84700230
15518963,18410909
15518963,98409420
15518963,31050969
15518963,34435517
15518963,8462699
15518963,23651742
15518963,22458004
15518963,30208094
15518963,44972731
15518963,7918120
15518963,74393453
15518963,80345427
15518963,68138503
15518963,91272714
15518963,2248658
15518963,89658588
15518963,42091091
15518963,82069585
15518963,2185340
15518963,29668740
15518963,78756467
15518963,33216160
15518963,31822584
15518963,41103145
15518963,21925449
15518963,44208696
15518963,71992561
15518963,61727240
15518963,15317698
15518963,27408985
15518963,68605872
15518963,55945664
15518963,16975111
15518963,60480981
15518963,82579240
15518963,78899180
15518963,25103339
15518963,66470887
15518963,74046337
15518963,74665745
15518963,92016062
15518963,75731360
15518963,50728346
15518963,9925725
15518963,95175083
15518963,39273890
15518963,57742877
15518963,97403454
15518963,53312576
15518963,62489282
15518963,13254686
15518963,62783761
15518963,83124702
15518963,44333688
15518963,37046590
15518963,46795958
15518963,51867279
15518963,79116191
15518963,27977109
15518963,53783849
15518963,90416644
15518963,28307537
15518963,20638627
15518963,28153650
15518963,91824303
15518963,77358662
15518963,16082708
15518963,61044399
15518963,23084020
15518963,38594929
15518963,51099495
15518963,32691189
15518963,37510232
15518963,52412879
15518963,21722294
15518963,29081538
15518963,37706
15518963,72378209
15518963,39336916
15518963,27776645
15518963,61006590
15518963,12644308
15518963,56489042
15518963,39559947
15518963,87207862
15518963,92309597
15518963,29831427
15518963,97773506
15518963,31575859
15518963,55142062
15518963,79201454
15518963,91946315
15518963,12486696
15518963,27158855
15518963,50626926
15518963,5409167
15518963,64527859
15518963,9674894
15518963,77063683
15518963,1478689
15518963,54828373
15518963,55807670
15518963,57552753
15518963,96479126
15518963,33195291
15518963,57916077
15518963,45518336
15518963,2747207
15518963,80026842
15518963,11556477
15518963,65252985
15518963,25566136
15518963,81465295
15518963,96117726
15518963,92718694
15518963,69257781
15518963,19456943
15518963,31767908
15518963,80373284
15518963,83740474
15518963,81419635
15518963,81410099
15518963,93952310
15518963,9895946
15518963,31656724
15518963,77769426
15518963,25652349
15518963,92059834
15518963,15376824
15518963,62836213
15518963,50334227
15518963,23281361
15518963,30741915
15518963,32854389
15518963,71825975
15518963,89837596
15518963,81067155
15518963,65558876
15518963,70498346
15518963,67664112
15518963,43547273
15518963,89975236
15518963,26140310
15518963,52342412
15518963,66260797
15518963,94438118
15518963,25781454
15518963,4078358
15518963,88038392
15518963,63511404
15518963,44587552
15518963,74184769
15518963,77796032
15518963,1145491
15518963,82744248
15518963,62997638
15518963,36023566
15518963,90100875
15518963,54593785
15518963,29176139
15518963,511746
15518963,20742150
15518963,53705227
15518963,3778142
15518963,15855145
15518963,60563017
15518963,84878202
15518963,7429882
15518963,29996408
15518963,66440368
15518963,4120428
15518963,51677024
15518963,17748158
15518963,15862811
15518963,73647638
15518963,39947020
15518963,12415457
15518963,12847698
15518963,11956273
15518963,43544079
15518963,13970950
15518963,8269820
15518963,23055140
15518963,28309492
15518963,65279422
15518963,16795613
15518963,57198646
15518963,28115460
15518963,97809914
15518963,51468540
15518963,91471100
15518963,80528003
15518963,29994255
15518963,60913459
15518963,58832154
15518963,90049342
15518963,16382777
15518963,30398778
15518963,45184076
15518963,60048557
15518963,68286177
15518963,7026896
15518963,21059123
15518963,92533564
15518963,27224325
15518963,22564443
15518963,51443141
15518963,44142449
15518963,79111662
15518963,21316167
15518963,43547361
15518963,21895169
15518963,80791811
15518963,7904357
15518963,66875246
15518963,96576228
15518963,19479851
15518963,75328354
15518963,68743252
15518963,65733468
15518963,54228669
15518963,37597000
15518963,1012633
15518963,81010641
15518963,11947430
15518963,61691183
15518963,84368596
15518963,80280437
15518963,30636082
15518963,51555618
15518963,11221828
15518963,92671151
15518963,68778103
15518963,43514591
15518963,25789952
15518963,49324161
15518963,65935772
15518963,1708340
15518963,75291676
15518963,35383682
15518963,54410015
15518963,37471931
15518963,58293722
15518963,77388915
15518963,86688166
15518963,94238292
15518963,61633293
15518963,67938936
15518963,819575
15518963,48665383
15518963,59862356
15518963,94636965
15518963,89077850
15518963,84655631
15518963,56696560
15518963,83145676
15518963,99108106
15518963,21518117
15518963,85306951
15518963,52950986
15518963,55997570
15518963,92790878
15518963,15644750
15518963,77082164
15518963,50660889
15518963,46093597
15518963,40321961
15518963,42612388
15518963,73731697
15518963,41507077
15518963,67556737
15518963,35684547
15518963,64573183
15518963,27093018
15518963,44528422
15518963,4973323
15518963,54034341
15518963,48905884
15518963,60959990
15518963,11662308
15518963,60607915
15518963,91747636
15518963,47606509
15518963,30213526
15518963,46629371
15518963,56824460
15518963,60479549
15518963,26509272
15518963,58980379
15518963,9161103
15518963,37392485
15518963,54653880
15518963,55386160
15518963,43199092
15518963,57408941
15518963,10645674
15518963,87108033
15518963,75064414
15518963,23164401
15518963,57636521
15518963,64088159
15518963,71019602
15518963,17921828
15518963,80013740
15518963,7939163
15518963,51405186
15518963,58008481
15518963,64831608
15518963,98989846
15518963,12887512
15518963,75310925
15518963,24226714
15518963,49853773
15518963,51831508
15518963,71339183
15518963,41435221
15518963,9335952
15518963,46228881
15518963,10599783
15518963,44643616
15518963,26752639
15518963,42740383
15518963,22185777
15518963,52317245
15518963,48332413
15518963,99319410
15518963,208497
15518963,6706279
15518963,81707577
15518963,25267156
15518963,39074742
15518963,18009891
15518963,28010536
15518963,78021089
15518963,64419220
15518963,54422199
15518963,67588763
15518963,23989618
15518963,13928475
15518963,66574794
15518963,38585
15518963,16100011
15518963,67899330
15518963,69469013
15518963,86627279
15518963,71375963
15518963,84544607
15518963,6370922
15518963,47933731
15518963,59463283
15518963,9471298
15518963,92399938
15518963,8443058
15518963,29764515
15518963,49411199
15518963,80903884
15518963,56927192
15518963,56230177
15518963,14888703
15518963,99097707
15518963,85323223
15518963,21526132
15518963,18349448
15518963,91448428
15518963,19106444
15518963,85278127
15518963,6652165
15518963,74853931
15518963,54935383
15518963,44437000
15518963,67936377
15518963,79170292
15518963,19765517
15518963,96257280
15518963,69918792
15518963,24648763
15518963,21732317
15518963,30581405
15518963,91737771
15518963,88366142
15518963,45111242
15518963,35907122
15518963,89932013
15518963,46796764
15518963,7156753
15518963,8611632
15518963,81969534
15518963,43344359
15518963,78662932
15518963,72335326
15518963,24536567
15518963,98655550
15518963,83749947
15518963,87540338
15518963,82839597
15518963,7571096
15518963,86889031
15518963,47759729
15518963,62862204
15518963,22166225
15518963,29579618
15518963,22094065
15518963,32012731
15518963,70482514
15518963,30612111
15518963,10904251
15518963,27167206
15518963,78480926
15518963,63865330
15518963,54742464
15518963,31290482
15518963,81374656
15518963,22665375
15518963,16709188
15518963,53310411
15518963,87647786
15518963,19059799
15518963,46842768
15518963,23552446
15518963,2344440
15518963,93186276
15518963,6310343
15518963,39225897
15518963,66202396
15518963,98130990
15518963,71937248
15518963,20900086
15518963,84160117
15518963,92406549
15518963,381023
15518963,83577194
15518963,49507907
15518963,85791492
15518963,72365273
15518963,16025922
15518963,78834522
15518963,71494810
15518963,13410619
