Id,screen_name
86843129,ohsodigital_
57179484,pmplewa
86883182,boydroid
68166534,nicy1
15767505,elkedillmann
1319385,jawne_poufne
76991143,datenschatz
29387171,aktuell24
20248977,stephaniestaus1
58778914,gruppelaokoon
21195441,takoehler
45729947,mlingenfelser
47431203,philippschall
61132116,tanjadorr
75998256,jcagundlach
28146345,annabehrend
20676576,chiara_mit
93841218,reporterfabrik
91773333,evadeinert
76157380,mibressler
72959676,n_niedermeier
36067168,joleozirf
36698651,an_kea
47318582,sjockers
53585678,heinzleber
61322667,nimaberlin
63452857,steffenleidel
18406719,m_apselut
65447507,yummerce
93675274,mark_eisenegger
73824524,derherrm
66514126,wolanin1983
93117499,amarckmann
1809296,millerntorpirat
72582084,xyou
96129133,saschalalala
2485936,imandylin2
20931789,giselle_ucar
25687821,memwave
4723887,lukasgpunkt
74108731,wenleder_a
71045927,raymserrato
67097581,bumibeat
69515893,mmontag
84759862,stefantra
94928111,olafdeininger
76374367,lichtmix
9706159,moritzmaehr
56308111,j_b_lo
94319271,dsm_seeleute
47332021,haselnuss87
59599826,wortfeld
41817358,adinarenner
25563741,djleufer
44025344,joanabayraktar
57809429,stefaniehelbig
10811003,data_crafter
95858823,david_covid
80216628,steffenmeier
37087326,motif_institute
10495388,katrinfritsch
44624586,katrinptzsch
65321963,digitalevolu
23955264,c_schymura
26708748,umweltzeitung
83648726,hecquetk
80765674,wasduisst
68405793,dk_kraft
88896887,jo_m_s
63387766,donmarcella
26578040,ekhedary
52761358,convitgmbh
35444298,jospang
53010574,irtpresse
43704087,theresakoerner_
14597583,br_next
54621346,dominikbalmer
28639528,memplexx
8749746,mi_ri__am
21070350,jimzopf
35708332,mschories
75303239,annina_mi
47972809,runde_w
96896488,sebastian_kir
48376205,katermikusch
92954115,ulliherm
29496043,gruberjona
89076752,openhypervideo
50436268,elmanumedia
87708670,rwbruckmann
39300661,mirtlmaier
36467031,berenike
28124632,structstories
86742677,femeb
51955116,annettewied
77223051,dkmeisinger
94295822,stephenpedj
14609871,t_hinrichs
60981536,joachimgo
291508,frau_kolumna
47573127,el_giesemann
9933945,herdingbehavior
21188552,bealogist
88174826,henkelmeier
68386814,tilana145
78471603,gauppch
77588823,eschellenb
76269013,br24
95892691,st_armbruster
99257479,morshahrezaye
45886614,bijour
71101901,miraspot
64117903,writersthis
67396510,karinwendlinger
71910143,finnjakobm
90070473,kolerikkevin
44695346,strahwald
22469774,milleranj
50334631,andreas_hepp
74076171,datenguide
76180804,digiwomenm
95914180,kimbuergl
97934339,tillprochaska
43747201,bbc_news_labs
39985656,jns_khlbrg
51131707,phasendreherin
19587701,carlahustedt
96106048,felteskarin
64751217,bertofprey
51662812,hpsairtime
60231564,mentrup
47594227,konradhaase
55475206,soerenengels
18473248,emma_assoc
85206038,sebastiandenef
80233907,agentsdotinc
90461903,jasminadaria
92484619,marilia_gehrke
1208376,robertsricarda
93412406,broadcast_seven
16271482,r_ciesielski
41366739,markushensel
59120184,spielkamp
4025177,cfelschen
33746848,pluslinus
26785335,nasablowski
51296122,kometen_sepp
19151574,evopez
14235516,kljdavis
10559787,frytgdigital
11043175,julianelischka
71013020,annelisebouyer
45975355,mathias_felipe
73559556,florianlucks
28584122,slehrmanntraut
65747046,nbrugger
24620417,kommastelle
3800930,zard8
58157438,bleiburger
74933078,franzscherer
31138921,luisa_hoep
22983445,moritzdmg
87208413,stephankuehnle
49821563,jaschensky
33791967,hcibremen
12435701,wordscombined
68750265,newsklicker
42779543,marcelauermann
55173372,bartoszwilczek
80203379,st_heumann
59054589,beppyline
36911573,philippotto
79254644,bildgeschichte
88425508,bmgrafik
16132704,ckoever
97669405,jakobschreiber1
24284985,sts_ens
12647210,domfry
16963803,serreoj
76313403,beier_nina
22039928,wortflut
10279494,katharina_mau
5788995,johannes_vogl
44074514,lauradoeing
24661494,bayern2
89743655,katienachbar
35867205,radadmiral
90152862,pina_me
2262687,derschlauefuchs
2748599,lisameckardt
36533231,holgerhettwer
67637891,lisa_wreschniok
66781246,moritzmetz
7315642,herrspiess
69998934,digital_spring
31728792,ph_reporterpool
40860698,unfugluke
19621879,m_oritat
53447013,jule_von_stein
13826212,marcelberlin
96897882,thbendig
50472422,suhoroma
48517115,lieberlin
69266929,lennartbs
69792287,leonardozentrum
77300415,sheikshufti
39828225,sophiamersmann
41939268,pascalmuehle
48784958,f_prochazka
7434579,sncfxtn
20726849,parents4future
75506609,heidibaya
60049200,frankmeinholz
13642549,annetteless
86161280,hen_drik
98146632,fiete_stegers
92427068,grssnbchr
36588749,franksteininger
62267625,boehlerpatrick
2297065,vbanholzer
61112313,tilldaldrup
19235446,christianbasl
18021931,sabinawolf
63624868,thmensing
76685822,qwertydoo
37827569,benibu
24295001,philippdowling
25715481,pirmin_roos
90185039,sebastiankulle_
47113965,boysdontcrei
60575343,verenastoeckigt
79458786,dudi_g
55200017,stedomedo
21885717,kinasekid
39433189,barrellahh
8344711,rofthedeep
3418371,daubnerc
77568194,kbassmann
29668727,drfollowmario
11311640,jakobstruller
83731274,schmdjhnnsn
94354375,chrias
23059595,haas_mic
49196198,jangeorgplavec
53386683,pudo
61076640,grosserbasti
69856229,schneipe
53360201,derverbraucher
42549071,evapunkt
48913382,schrammschramm
2788346,manuel_mohr
54697360,sylkegruhnwald
55723748,birgitkappel
4501330,thbackes
6073371,katja_like
62188697,danielajaschob
84469241,priesling
97880558,rvock
14015251,guerkovc
82928916,martiorosz
31572152,v_brueggemann
56759229,statestudiobln
67165535,_davidmeidinger
25292748,summa_cum_laura
2895536,rscharold
21571561,jlstro
16212652,jawei
22143185,oerding
76334013,tanjafieber
55244711,beangermeier
37923310,nimolter
10390870,lukas_fuhr
70926044,gusse
5097890,dafabinsky
16217652,m_mandalka
82317239,frytg
15211670,futureofradio
53682446,hufnagel
91965702,simluchetta
17812462,horn
98678362,guenterhack
13887493,dondude
28912278,berndoswald
89622230,hafertill
1938053,herrfischer
36407625,fleischer_julia
2363813,sabinecalling
24840584,ardzdf_akademie
16255572,annaklhsps
51189505,munichrocker
73112999,ameliebrichter
12692813,alexdroessler
80020069,oliverhpt
8906213,meyerar
4267220,br_kontrovers
27799421,andreasbachmann
75538452,benenabben
45689706,antonia_franz
96285167,lukasjmuc
17328158,felixmichel
5748998,powi_manu
38350488,ndiakopoulos
40036973,chrisfueba
10219453,dirk_zblewski
27824538,the_claus
89511209,mtleitner
40128282,michaelrichmann
30725368,rahel_estermann
4802692,chrisgerb
14489395,martinmotzkau
13032787,a_tack
85550387,julandio
30813340,mistermotoki
46307886,manuellroth
76691863,katjaneit
39998148,marinakiblue
8688730,jannikpentz
66900858,fvcastell
3887275,spreuvorweizen
58077891,felixdermack
29085785,jeanneturczynsk
95052254,schnuko
10423177,danieljdunford
92438676,sip_media
2822985,berntcornelius1
23662195,a_beranek
67318680,looreen
91117041,claudi_kohler
97544211,fil_ter
90520852,zf_jheiermann
49165538,julianschmidli
80581980,joerg_hassler_
86761890,stefan_primbs
31813162,funkvolk
50953116,theonlinelisa
18318282,reginafrieser
26768749,brown_benjamin_
29052922,wurzelbier
34390531,haassargasso
71642046,raineraul
49264193,rikunert
6097717,_selina_rudolph
775400,moritz_roedle
30142517,roland_hindl
81299472,schumann_fabian
8843935,bayernjazz
65944346,kokopper
55440952,halukamb
51231282,graph_zahl
44396141,gvnordheim
55516151,marcelpauly
31178572,vonlaerche
47532711,mjkolly
68433870,revbx0
90487113,marvinmilatz
29420626,benediktsh
59949062,klingebeil
81752030,bulettenpaule
70465127,wue_reporter
40817106,jankorsanke
17741825,benedictlng
44945866,librarymistress
96064252,__idril
69428993,philippeckstein
87519165,messimuc
22827077,jan_wiebe
342012,ak_wetter
65555995,tobiasdoerges
37468542,ssr_schramm
45265394,konsolelabs
74377572,schlenker_s
57432170,kino_auge
17993508,piarennt
40161398,grz_szymanowski
68857460,helloheld
57136423,saerdnaer
52300528,bleeptrack
9925567,adrianbreda
83567618,br_presse
17653447,gerald_gartner
43814474,bedfordstrohm
91338067,karstenhufer
35843086,hawrankowa
71348966,fedecherubini
36558205,salvanize
27263221,pkluegel
34778554,xhgmattia
30705913,harlan_elisa
7157712,nierlev
11232216,bacschneider
16282489,maxzierer
6669697,fexi
74845760,nicolaskb
28318393,dominikwurnig
47550142,_felixsimon_
60452931,dirkgomez
46947917,robbi5
52185970,simonwoerpel
10628956,ybuhl
99532023,unknown37485369
17560544,micha
35218417,br_recherche
76341085,kngregorian
82763504,hellocec
72529109,scub4
89369674,tactilenews
89251109,stekhn
2671046,raphaelwimmer
93126877,robschoeffel
50321241,br_data
42021830,sammy_khamis
29551545,hatr
63880776,d4br4
96878687,michaelkreil
86026565,zehnzehen
75367442,entrueckt
77539981,iammteah
67947906,torstenbeeck
35501841,best_fail_ever
27584995,tekathsarah
17530879,zarariffler
77344338,bobmeister247
24293813,leipzigpalms
96949018,wilkeningsophia
41916644,sagwasnet
6613772,fatia47053643
88424379,schmidtter__
23085671,thiloknott
72255622,tinitoon19
50098459,elauk
23858487,pressemonitor
91198995,jungunternehmer
96910442,nikospiegel
75666724,jsprondel
33386399,jstaschen
31719970,therealnico2
49151388,sharedxvalue
30001638,don_goet
17194613,mo_dulo
1179985,goebel_chr
14403098,philsuessmann
98757658,spornberger
15136459,spaghettihirn
88738119,volker_beck
54328863,amelie_berb
14292327,maritim2000
2220711,demalotte
32921639,krikowi
14735730,nadjatausche
43553641,nwittstock7
99404774,m_krohs
1599815,teka_berlin
8469181,kirstaren
27017490,jul_horn
65855415,annaringle
66338263,tr_alala
11925947,_timetodiscover
25200655,fderkum
22528544,lebenslaeuferm
78584776,prorecherche
18193173,mweicholdt
74385386,annamaria_at
81416038,jennifergiwi
24413923,susmitteldt
25934333,fst
84370264,niklaslaabs
41440335,ma_crossmedia
66520300,behmejannik
23872174,kubitschekf
98938782,ssheriffo
60339107,mimimi91
71933165,berndschwer
46837479,worriedeuropean
55405052,freund_benjamin
9307371,bberg540berg
69335459,anitabethig
62256635,netzpiloten
39027677,elgrande86
44675010,neruda5
47347693,doreenreinhard
79009219,nnawolovu
4917509,levinkubeth
30938070,philarathjen
92186274,ostwestkonflikt
65529831,kerzeindasauge
31829762,g_hac
11907194,maxim_k
46206487,debrabantjana
78648718,roland_sbek
26015197,paulzernitz
46487627,janbudesheim
3824096,linksbuendig
18133543,matthiasmeisner
10512465,justthore
15683159,mata2000
65082886,gartshots
9426959,kultanaamio
33747208,larisa_lea
20351618,lindnereien
38194472,m_schmeckel
37903371,ij_online
44537147,christianbarth1
51138846,bille57277331
88631995,poeppelbaum
59518329,jakkollo
84852034,juliahndrf
20313030,twaschi
18563393,kathaspaeth
98869654,tatjanaanmv
35811361,mattmgoetz
44949158,felixhorstmann
99013548,lisaurl
81204665,mmueller_ffm
49366103,basislagerco
90903973,irisockenfels1
38271550,bjoernsta
36371787,wllmhmmr
29617661,lenaneubig
63238041,lambrechto
97897777,piqd_de
14890107,majaweber1
4796940,finininininini
26525511,fab1thom
33155085,mariushuli1988
31586296,ansgargusy
88948766,phmit
22907521,kingofclubs75
59225751,ovonmiller
22455332,jinda_ataman
58824298,florianhohmann
73173081,r_soloveitchik
39373304,sophiasmonde
32970373,marcsteinau
38017675,jbernstorf
6347580,sonnenmarie
96262923,mariana_sales80
92255864,luc_grothe
80370914,annikaseife
24562511,kongavras
27359776,calaha_caha
13042122,annearmbrecht
93298997,tbud000
24463294,frau_fischerin
42402199,fkaltofen
78948211,marenschuster
77208746,christophgiesa
59082317,debatare
26509695,stefanleifert
86882527,piasiemer
19392028,ukrueg
70078877,medienmagazin
61275084,robert_fietzke
48461429,hrbruns
2561010,mrcl_mrvls
43791583,st_schirmer
15064357,nannuk
83291403,manuelschw85
96337461,medtamba
86421450,annelubitz
42622769,rosalyne_marie
81896090,peterpeters99
48837231,sandraaushgw
37049195,kohnmiriam
28808568,ldeutschlaender
62675733,fabian_frenzel
17809789,martin_c_paul
14567721,journarrator
85246017,sl007
69033832,pns_watch
46028785,wilkpress
274294,nadbasch
12024173,gunter_neumann
52866307,jonasbistdues
12653898,herr_pb
43757496,froesin
55104204,popthebubblenow
49478771,timbruenjes
5122711,ruthfend
35730801,juwedemeyer
634811,omoldenhauer
96822743,fluxfilme
22964835,mariaprie
83478988,aidaivan2
41204354,hfeldwisch
78357660,fantaalexx
26405196,wolke1231
43714748,ghossstwriter
89946789,chris_hoeland
80539073,maxwebstuhl
33916329,rfroehlich_
76701231,lsomgef
